1,инженер 1 категории
2,Заведующий кафедрой
3,Ассистент
4,директор
5,ведущий инженер-электроник
6,преподаватель
7,Профессор
8,инженер-программист 1 категории
9,Старший преподаватель
10,Ведущий инженер-программист
11,инженер-программист
12,Доцент
13,инженер
